date,plot_number,MAFA_removal,location,species,individual,stem_height_cm,width_1_cm,width_2_cm,condition,alive,dead,notes
1/29/19,11,none,middle,SAAP,NA,10.67,3.34,2.34,NA,1,NA,"planted Jan 18-25, 2019"
1/29/19,11,none,bottom,CEOL,NA,1.72,1.83,0.22,NA,1,NA,"planted Jan 18-25, 2019"
1/29/19,11,none,bottom,HEAR,NA,4.77,4.61,5.18,NA,1,NA,"planted Jan 18-25, 2019"
1/29/19,11,none,bottom,RHOV,NA,2.33,3.12,2.73,NA,1,NA,"planted Jan 18-25, 2019"
1/29/19,11,none,bottom,SAAP,NA,11.67,4.12,3.15,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,11,none,top,CEOL,NA,1.94,2.48,1.69,NA,1,NA,NA
3/11/19,11,none,top,HEAR,NA,8.56,8.67,5.87,NA,1,NA,NA
3/11/19,11,none,top,RHOV,NA,1.34,1.56,3.3,NA,1,NA,NA
3/11/19,11,none,top,SAAP,NA,4.41,5.69,13.54,NA,1,NA,"stem is in an ""n"" shape"
3/11/19,11,none,middle,HEAR,NA,5.43,6.9,6.29,NA,1,NA,NA
3/11/19,11,none,middle,RHOV,NA,2.75,4.54,2.99,NA,1,NA,NA
3/11/19,11,none,middle,SAAP,NA,10.73,5.63,2.65,NA,1,NA,NA
3/11/19,11,none,bottom,CEOL,NA,2.28,2.15,0.17,NA,1,NA,NA
3/11/19,11,none,bottom,HEAR,NA,4.12,4.9,4.42,NA,1,NA,NA
3/11/19,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dead
3/11/19,11,none,bottom,SAAP,NA,9.02,4.21,3.73,NA,1,NA,NA
5/1/19,11,none,top,CEOL,NA,2.12,2.51,2.18,NA,1,NA,NA
5/1/19,11,none,top,HEAR,NA,8.98,9.08,5.05,NA,1,NA,NA
5/1/19,11,none,top,RHOV,NA,1.1,2.55,1.38,NA,1,NA,crispy
5/1/19,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,dead
5/1/19,11,none,middle,HEAR,NA,3.81,4.37,5.83,NA,1,NA,"chomped, yellow lines"
5/1/19,11,none,middle,RHOV,NA,2.1,3.83,4.55,NA,1,NA,NA
5/1/19,11,none,middle,SAAP,NA,10.26,4.12,5,NA,1,NA,NA
5/1/19,11,none,bottom,CEOL,NA,3.63,2,1.68,NA,1,NA,NA
5/1/19,11,none,bottom,HEAR,NA,4,4.2,3.79,NA,1,NA,NA
5/1/19,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dead
5/1/19,11,none,bottom,SAAP,NA,8.78,8.24,3.01,NA,1,NA,NA
6/25/19,11,none,top,CEOL,NA,2.2,2.26,0.95,NA,1,NA,NA
6/25/19,11,none,top,HEAR,NA,9.76,8.58,9.1,NA,1,NA,NA
6/25/19,11,none,top,RHOV,NA,1.13,2.19,1.02,NA,NA,1,dead
6/25/19,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,dead
6/25/19,11,none,middle,HEAR,NA,5.56,6.85,3.72,NA,1,NA,NA
6/25/19,11,none,middle,RHOV,NA,3.51,3.7,4.29,NA,1,NA,NA
6/25/19,11,none,middle,SAAP,NA,10.48,7.11,4.86,NA,1,NA,NA
6/25/19,11,none,bottom,CEOL,NA,2.64,1.76,2.11,NA,1,NA,NA
6/25/19,11,none,bottom,HEAR,NA,3.94,4.88,4.75,NA,1,NA,NA
6/25/19,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dd
6/25/19,11,none,bottom,SAAP,NA,9.37,8.49,4.14,NA,1,NA,NA
9/19/19,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,11,none,top,HEAR,NA,8.903,NA,NA,NA,NA,1,NA
9/19/19,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,dead
9/19/19,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,dead
9/19/19,11,none,middle,HEAR,NA,2.387,4.837,2.507,NA,NA,1,dd
9/19/19,11,none,middle,RHOV,NA,2.723,2.582,1.863,NA,1,NA,NA
9/19/19,11,none,middle,SAAP,NA,10.887,0.935,1.208,NA,1,NA,NA
9/19/19,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,gopher
9/19/19,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dead
9/19/19,11,none,bottom,SAAP,NA,8.985,7.267,3.032,NA,1,NA,NA
11/23/19,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,11,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,11,none,middle,HEAR,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,11,none,middle,RHOV,NA,3.359,2.629,0.903,NA,1,NA,NA
11/23/19,11,none,middle,SAAP,NA,10.01,5.02,0.91,NA,1,NA,NA
11/23/19,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,gopher
11/23/19,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,11,none,bottom,SAAP,NA,9.501,7.266,3.325,NA,1,NA,NA
3/18/20,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,middle,RHOV,NA,4.2,2.5,1.3,NA,1,NA,NA
3/18/20,11,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,gophered
3/18/20,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,11,none,bottom,SAAP,NA,10,5.5,2.4,NA,1,NA,NA
5/14/20,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,middle,RHOV,NA,5.911,2.523,2.073,NA,1,NA,"died back, regrew, eliodated because of neighboring star thistle"
5/14/20,11,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,11,none,bottom,SAAP,NA,9.128,5.958,2.843,NA,1,NA,NA
10/27/20,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
10/27/20,11,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,11,none,bottom,SAAP,NA,9.222,4.144,3.329,NA,1,NA,"barely alive, one green leaf"
4/12/21,11,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,top,HEAR,NA,12.15,6.579,5.987,NA,1,NA,it's alive!; all values to three decimal points: 6.570
4/12/21,11,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dead no plant
4/12/21,11,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,11,none,bottom,SAAP,NA,9.099,4.785,3.599,NA,1,NA,new green leaves growing out of stem
2/9/18,12,full removal,right,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,HEAR,C1,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,HEAR,C2,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,SAAP,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,right,SAAP,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,SAAP,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,SAAP,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,HEAR,C,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,HEAR,R,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,12,full removal,left,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/24/18,12,full removal,right,CEOL,green,1.3,2,0.41,NA,1,NA,a little stressed
2/24/18,12,full removal,right,CEOL,blue,1.9,4,2.9,NA,1,NA,a little stressed
2/24/18,12,full removal,right,HEAR,S,6.9,5,4.8,NA,1,NA,"stressed, white and black spots"
2/24/18,12,full removal,right,HEAR,C1,4.5,7.3,3,NA,1,NA,herbivory
2/24/18,12,full removal,right,HEAR,C2,5.6,6.1,2.4,NA,1,NA,NA
2/24/18,12,full removal,right,RHOV,green,2.8,4.2,4.2,NA,1,NA,water stressed
2/24/18,12,full removal,right,RHOV,blue,1.5,2.7,1.4,NA,1,NA,NA
2/24/18,12,full removal,right,SAAP,green,1.3,2.3,1.7,NA,1,NA,NA
2/24/18,12,full removal,right,SAAP,blue,1.1,1.3,1.2,NA,1,NA,a little stressed
2/24/18,12,full removal,left,RHOV,green,1.12,3.3,1.71,NA,1,NA,stressed
2/24/18,12,full removal,left,SAAP,green,2.36,2.16,1.3,NA,1,NA,"stressed, width 2 (1.88)"
2/24/18,12,full removal,left,SAAP,blue,1.2,0.42,0.65,NA,1,NA,"a little stressed, width 1 (1.85), width 2 (1.53)"
2/24/18,12,full removal,left,CEOL,green,0.78,2.05,0.63,NA,1,NA,NA
2/24/18,12,full removal,left,CEOL,blue,2.7,4.3,2.32,NA,1,NA,NA
2/24/18,12,full removal,left,HEAR,S,7.01,8.07,5.08,NA,1,NA,stressed
2/24/18,12,full removal,left,HEAR,C,6.95,7.32,5.91,NA,1,NA,NA
2/24/18,12,full removal,left,HEAR,R,4.47,6.96,5.88,NA,1,NA,NA
2/24/18,12,full removal,left,RHOV,blue,1.58,3.87,2.86,NA,1,NA,stressed
5/26/18,12,full removal,left,SAAP,green,13.39,0.59,0.49,NA,1,NA,NA
5/26/18,12,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,12,full removal,left,RHOV,green,0.67,3.45,0.2,NA,1,NA,burnt
5/26/18,12,full removal,left,RHOV,blue,1.38,2.7,1.32,NA,1,NA,1 green leaf
5/26/18,12,full removal,left,CEOL,green,1.99,2.63,1.16,NA,1,NA,NA
5/26/18,12,full removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,12,full removal,left,HEAR,s,7.15,6.77,2.41,NA,1,NA,burnt
5/26/18,12,full removal,left,HEAR,c,6.02,7.98,2.82,NA,1,NA,NA
5/26/18,12,full removal,left,HEAR,r,2.69,3.91,3.07,NA,1,NA,NA
5/26/18,12,full removal,right,SAAP,green,1.92,3.58,2.1,NA,1,NA,NA
5/26/18,12,full removal,right,SAAP,blue,1.27,0.91,0.81,NA,1,NA,NA
5/26/18,12,full removal,right,RHOV,green,1.73,2.85,1.13,NA,1,NA,NA
5/26/18,12,full removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,12,full removal,right,CEOL,green,1.22,3.06,0.71,NA,1,NA,NA
5/26/18,12,full removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,12,full removal,right,HEAR,s,5.56,4.82,2.18,NA,1,NA,50/50 crispy
5/26/18,12,full removal,right,HEAR,c1,3.45,6.94,2.65,NA,1,NA,slightly eaten
5/26/18,12,full removal,right,HEAR,c2,4.23,6.1,1.91,NA,1,NA,NA
12/12/18,12,full removal,right,CEOL,green,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,HEAR,S,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,HEAR,C1,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,HEAR,C2,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,RHOV,green,NA,NA,NA,NA,NA,1,"looks dead, but can't tell because the leaves are red"
12/12/18,12,full removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,SAAP,green,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,RHOV,green,3.692,0.812,0.0951,NA,1,NA,"looks alive, although could be dead with read leaves, took a picture"
12/12/18,12,full removal,left,SAAP,green,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,CEOL,green,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,HEAR,S,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,HEAR,C,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,HEAR,R,NA,NA,NA,NA,NA,1,dead
12/12/18,12,full removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,dead
1/26/19,12,full removal,top,CEOL,NA,4.64,5.43,3.63,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,top,HEAR,NA,5.66,6.2,5.06,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,top,RHOV,NA,3.72,5.22,2.65,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,top,SAAP,NA,0.94,5.61,3.92,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,middle,HEAR,NA,3.95,5.92,4.21,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,middle,RHOV,NA,2.27,3.77,0.97,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,middle,SAAP,NA,5.17,5.98,3.44,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,bottom,CEOL,NA,1.46,1.92,0.3,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,bottom,HEAR,NA,8.46,8.67,9.29,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,bottom,RHOV,NA,1.16,3.56,2.08,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,12,full removal,bottom,SAAP,NA,2.3,2.82,1.6,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,12,full removal,top,CEOL,NA,5.3,6.81,4.55,NA,1,NA,looking good - yeah baby!
3/11/19,12,full removal,top,HEAR,NA,4.85,5.07,6.08,NA,1,NA,NA
3/11/19,12,full removal,top,RHOV,NA,3.69,4.67,3.13,NA,1,NA,new growth leaf
3/11/19,12,full removal,top,SAAP,NA,4.13,6.16,4.03,NA,1,NA,"making an upsidedown ""U"" - height is top of stem ""n"""
3/11/19,12,full removal,middle,HEAR,NA,4.41,5.93,4.1,NA,1,NA,NA
3/11/19,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dead
3/11/19,12,full removal,middle,SAAP,NA,3.42,6.3,5.19,NA,1,NA,NA
3/11/19,12,full removal,bottom,CEOL,NA,0.79,2.12,0.42,NA,1,NA,NA
3/11/19,12,full removal,bottom,HEAR,NA,7.98,9.89,9.11,NA,1,NA,looking good!
3/11/19,12,full removal,bottom,RHOV,NA,1.09,3.17,2.15,NA,1,NA,NA
3/11/19,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,gone
5/1/19,12,full removal,top,CEOL,NA,2.19,1.2,0.56,NA,1,NA,Herbiverized & resprouted
5/1/19,12,full removal,top,HEAR,NA,6.74,7.61,6.5,NA,1,NA,NA
5/1/19,12,full removal,top,RHOV,NA,2.79,NA,NA,NA,NA,1,dead
5/1/19,12,full removal,top,SAAP,NA,2.45,6.63,4.14,NA,1,NA,NA
5/1/19,12,full removal,middle,HEAR,NA,3.86,4.7,4.12,NA,1,NA,NA
5/1/19,12,full removal,middle,RHOV,NA,2.19,NA,NA,NA,NA,1,dead
5/1/19,12,full removal,middle,SAAP,NA,12.18,8.96,10.86,NA,1,NA,NA
5/1/19,12,full removal,bottom,CEOL,NA,1.11,1.75,1.4,NA,1,NA,NA
5/1/19,12,full removal,bottom,HEAR,NA,5.15,8.19,6.34,NA,1,NA,NA
5/1/19,12,full removal,bottom,RHOV,NA,2.04,2.99,2.46,NA,1,NA,NA
5/1/19,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/17/19,12,full removal,top,CEOL,NA,3.18,2.21,1.98,NA,1,NA,NA
6/17/19,12,full removal,top,HEAR,NA,9.46,7.58,7.82,NA,1,NA,NA
6/17/19,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,dd
6/17/19,12,full removal,top,SAAP,NA,3.51,6,1.8,NA,1,NA,NA
6/17/19,12,full removal,middle,HEAR,NA,4.84,3.85,3.06,NA,1,NA,NA
6/17/19,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dd
6/17/19,12,full removal,middle,SAAP,NA,14.4,8.94,8.15,NA,1,NA,NA
6/17/19,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
6/17/19,12,full removal,bottom,HEAR,NA,5.67,11.57,9.51,NA,1,NA,NA
6/17/19,12,full removal,bottom,RHOV,NA,2.2,1.33,0.97,NA,1,NA,NA
6/17/19,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,dd
9/19/19,12,full removal,top,CEOL,NA,2.575,1.653,0.961,NA,1,NA,NA
9/19/19,12,full removal,top,HEAR,NA,9.993,6.193,6.616,NA,1,NA,NA
9/19/19,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,dead
9/19/19,12,full removal,top,SAAP,NA,4.747,4.207,0.207,NA,NA,1,dd stem
9/19/19,12,full removal,middle,HEAR,NA,2.869,3.115,3.357,NA,1,NA,NA
9/19/19,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dead
9/19/19,12,full removal,middle,SAAP,NA,13.218,1.842,5.073,NA,1,NA,NA
9/19/19,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,12,full removal,bottom,HEAR,NA,6.191,11.423,6.183,NA,1,NA,NA
9/19/19,12,full removal,bottom,RHOV,NA,1.935,NA,NA,NA,NA,1,dead
9/19/19,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,12,full removal,top,CEOL,NA,2.874,2.088,0.492,NA,1,NA,NA
11/23/19,12,full removal,top,HEAR,NA,10.614,7.147,4.459,NA,1,NA,NA
11/23/19,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,12,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,12,full removal,middle,HEAR,NA,3.835,3.622,2.339,NA,1,NA,herbivorized
11/23/19,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,12,full removal,middle,SAAP,NA,13.669,8.315,1.441,NA,1,NA,NA
11/23/19,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,12,full removal,bottom,HEAR,NA,7.945,10.68,5.745,NA,1,NA,2 growing points
11/23/19,12,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,dd
3/18/20,12,full removal,top,CEOL,NA,2.6,NA,NA,NA,NA,1,dead
3/18/20,12,full removal,top,HEAR,NA,12.4,9.8,6.8,NA,1,NA,NA
3/18/20,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,12,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,12,full removal,middle,HEAR,NA,4.2,3.5,3.8,NA,NA,1,dead
3/18/20,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,12,full removal,middle,SAAP,NA,14.25,15,5.5,NA,1,NA,NA
3/18/20,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,12,full removal,bottom,HEAR,NA,6.5,12.6,5.4,NA,1,NA,NA
3/18/20,12,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,top,HEAR,NA,17.755,15.328,9.98,NA,1,NA,NA
5/14/20,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,middle,SAAP,NA,15.941,19.873,10.338,NA,1,NA,NA
5/14/20,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,bottom,HEAR,NA,5.424,8.446,6.473,NA,1,NA,NA
5/14/20,12,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
10/27/20,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
10/27/20,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,bottom,HEAR,NA,5.884,6.653,6.219,NA,NA,1,dead
10/27/20,12,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
10/27/20,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,NA
4/12/21,12,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,12,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
2/9/18,13,full removal,right,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,HEAR,C1,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,HEAR,C2,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,SAAP,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,right,SAAP,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,SAAP,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,SAAP,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,HEAR,C1,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,HEAR,C2,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,13,full removal,left,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/23/18,13,full removal,right,CEOL,green,1.7,0.12,0.12,NA,NA,1,stump; dead
2/23/18,13,full removal,right,CEOL,blue,2,0.68,0.4,NA,1,NA,NA
2/23/18,13,full removal,right,HEAR,S,9.4,7.15,4.99,NA,1,NA,red; crispy
2/23/18,13,full removal,right,HEAR,C1,8,4.83,2.49,NA,1,NA,a little red
